0	On Iphone, computer crashed 
1	@mnystedt Sometimes, but now mostly with his new white macbook. Tryin to learn OSX 
0	@ImSoLastSummer surething ... I had it in my bag today, just forgot all about it ... Busy day 
1	@zackalltimelow is the best 
1	@flizzow congrats on the award 
0	My throat is hurting me 
1	@sweeneyjess we gotta make plans soon  &lt;3
1	@joosthaneveer Have fun and see hi to Michel. Housewarmings...sounds like years ago 
0	@Katrina617 oh yes it will be 
1	cannot wait until @500daysofsummer comes out! 
0	@himynameisjawsh oh no  how are you gonna get it fixed?
0	Fell off the face of the earth, literally 
0	Finished up cleaning my desk at least. . . office is looking empty. . .almost time to be in the car for 1 1/2!  #fb
1	Mmmm...this Ben &amp; Jerry's Coffee Heath Bar Crunch ice cream is SIMPLY FABULOUS! 
0	Guys just kill me now, yeah? 
1	@dannywood Awww..your so sweet, havent seen the new show yet, but will in 15 more days....cant wait. Now go get some rest. 
1	Dinner was delicious. On the way home w/o major traffic yesssss 
1	my dress is finished!  :: http://tinyurl.com/q9xzta
1	@mekkeon and still counting... 
0	@Brett_Phillips wish I could be at the KCE straw poll. I have finals  will be at the forums on June, 25 though
0	Exhausted after a weekend of drinking and moving house. Hardly saw any Sun 
0	@NiceguysFree I cudnt help it... 
0	My Hair Is A Flippin' Mess. I Deserve it..No One Told Me To Chop It ALL OFF!! 
1	@SharonALavy Must be caffeinated to start the day. Have a good one 
1	@teambudd1 You certainly may use 'cock' in any context you wish. 
0	@hadenmaiden Actually I'd just dumped myself on the floor 
1	@csdaley lol well i am very definitely a nerd. but i like nerds. 
0	last final in say an hour yay, but i don't want to leave you  but is psyched cuz  keith urban and taylor swift r havin a concert 2day
1	I did it! One full day away from Twitter, I had to make sure I wasn't addicted! 
0	Foot massage by Chinese man = interesting, and somewhat painful 
0	Is bored as noone is online to talk to 
1	PS @photo_ed there might be time for a quick hammock-swing once I've got the tomatos into their growbag 
1	Get your portrait drawn by Michel Gondry http://tinyurl.com/dmrjqa 
0	@markfriend I asked mum bout going out tommorow, she laughed in my face lmao 
1	spinning on the swivel chair  whilest talking to maii
0	Seriously doubting ill be able to book my flights anytime soon  im so disappointed. And @emmaleeks i know you offered but id feel so bad..
1	saw Angels &amp; Demons. So good. 
1	Ahhhh. I missed seeing JB on sportscenter.  &amp; Happy saturday!!!  Mariah (:
1	Good Morning! Putting a colour in my hair and listening to Karnivool's new album Sound Awake, much thanks to @SketchyFletchy 
1	@Lauruhhpalooza Some stuff was mediocre, and Andy laughed too much.  But it's good to see Conan back   Can we remove Jimmy Fallon now?
1	@lidiamarie Those days are the worst. I hope tomorrow is better for you 
1	Anticipation of future events is giving me a perma-smile 
0	@wwdove17 Okay, now I'm insanely jealous!  Of who, I'm not entirely sure yet. 
1	@ a bar with good people 
1	@DPrince2124 Yeah...I've seen that crazy movie 
1	@mileycyrus is my Idol I love Miley 
0	@MamaPhan me too.  he did that awful silent cry with his little face all scrunched up   it breaks my heart.
1	Yay! tweeting from the phone 
0	What a freaking day....plottter down too forever to print my plans 
1	@michael_elliott nah, it's all good fun. No offence taken here 
1	@sarahfisher67 http://twitpic.com/5fcsq - Future Indy 500 Champion!!! 
1	Sitting by pool in Santorini after a morning of quad biking  Back to London tomorrow to begin my new journey to connect and find my flow x
0	@Rove1974 ahh rove is funny, but true. anyway. dinner done, study now? 
0	I ate real sugar and now I feel yucky 
1	@lipstickmom36  haha!! I know the feeling...At least it's not a holiday. Those are really fun!! Hang in there...Soon it will be Monday! 
1	Its payday today! woooo! 
1	&quot;Can I Wham my Oingo Boingo into your Velvet Underground?&quot;  Classic 
0	@Sueezz iono wat i'm getting i just know my body hurts and i can't move 
0	@TheRealBx3800  You tube took it down 
0	Leaving. 
0	@jennywebber I'm with you in sadness, sister 
1	http://twitpic.com/6sjux - I got a donk  but u can't really c it
0	Easter; 2 week holiday from school and loads of chocolate. Awwh snap! Loads of portfolio work to do, maybe it's not a holidays after all? 
1	Let it rain during the week so the weekend is clear  
1	Tonight! gallery opening! Zapatista Room an installation by Monica Casanova! 57  St. NY NY! cocktail hour 
1	TGIF! enjoy your weekend everyone 
1	is wearing flipflops!!  it is so happy! ahah, school till 11 then joe's for athea's birthday lunch! &lt;3
0	@esmitty22 girl I'm sittin here deciding if I wanna go still bc my flight doesn't leave til 8 but its suppose to storm all weekend 
0	They are showing BBC news with the Air France crash story... probably not the best choice at this time but it is top news.  
0	Watching FOX news, AMAZED at the twisting stories!  MSNBC, CNN, the NYTimes and The Times(a conservative paper) all told it differently 
1	Im walking home now cant wait 2 listen 2 lvatt 
1	The Win7 fresh install moved all my old windows, user and program files folders to a backup location for easy retrieval of stuff.  Nice 
0	@theycallmeShua we're all in this together man... we'll find away... i'm tryin to get back IN to college  good luck and good night..
1	@XThe_Happy_EmoX  hey 
1	@capitalfellow Thanks!  I actually prefer to do them with the ball. Guess it's the challenge..
1	@Chipmunkartist i absolutely love your diamond rings song!! and now i understand why you wanted flawless to win BGT lol! please reply  xx
0	@nishiellet: aww doing baby sister hair.aww.and no i dont   i need janet jackson,d.s.control.rhythm nation.janet.and velvet rope
1	i want to watch rugrats, but i dont think its on until 2:30am or 3:00am. ohh well at least im on summer vacation! lol 
1	@HeatherTesch I can make up a slogan. The sun is fun, but do not stay out too long and get baked like a bun! 
0	Headache 
1	@AFairCoop I'm sure that was quite a gorgeous site!  
0	So excited,Just ordered some sick Italian white leather sofas&amp; a dining rm table from LAfurniturestore.com  but takes 6-8 wks 4 delivery 
1	@casey887 Yeaa usually Twitter adms take care of disabling the page but I always block the just to double check 
0	Got to LV 10 mins too late for the movie. Its 127 mins long and I've work at 5 so can't go to the 2.20 showing either. Bugger 
0	@theother66 don't know of anyone  I would find it so interesting to study that. Good idea for a uni assignment.....
1	@geofollow Thanks - just hope that tag reads#jewelry!  WeFollow messed up there
0	@JoiseyDani probably not. i have to run around and get everything set for the next 2 weeks i'm gone. 
0	no body told me there was a pool party at my house today. 
1	@ciaag3nt thats great  (((hugs)))
1	btw, yesterday i watched Justin from Anti-Flag play acoustic guitar for us (me + about 15 more people)... it was magical! 
1	@ElliLovee 0 0K..I WAS LIK3 WTF....BUT L0V3 Y0UR PIC... 
0	@antondominique Yeah meron.  Some exam I dunno. Halfday. Pero sa Monday I think wala.
1	mothers dayy 
1	Was playing with my bunny till it peed on my bed sheet lol  http://yfrog.com/0kbcgaj
1	Luvin that Dorrough song... Ice cream paint job!  Bumpin it in the studio!  
0	I already miss nadal and it hasn't even started yet 
0	@DreamAct I'm not following you, but I plan on doing so. Twitter has a follow limit for me &amp; I have to wait until I get 1818 followers. 
1	@mariqueen I met Trent last nite 4#Eric m+g; he was so sweet+kind. And I got a hug. I'm so thankful for everything he has done 
1	Rightio, I'm signing off for the night. Let's get some Elizabeth I in me 
1	Can I get a rum and coke without the rum? Top that off waiter. I am talking to myself.  It happens!
1	it's raining 
1	Get em while their hot, @angryaussie: world famous t-shirts  it $10 to ship t-shirts outside Australia. eBay auctions: http://bit.ly/aScMm
0	I'm at work eating a pot noodle, wishing I was at home with emma 
0	I feel like shit.  and this room is always really cold 
1	I had a great weekend.    But freakinay!  My Monday started 4 hours ago.  This is going to be a crazy week.  Bring it.
1	@rsayers once I get it up and the source available, I would dearly love help  ... I'll post more about what I'll need later.
1	just finished voting for my favorite teen choice awards nominees. btw; @tristanwilds; i voted for ya! 
1	@imkeeee lol pick a song then!  preferably McFly!
0	@DaisyFab charlotte, nc! Probably too far from where u are! 
0	@Sarahbear9789 Ahhh I should. I should I should. But I can't save ANY right now since I only work 4hrs a week. 
0	My manager just said she's gonna go chunky dunkin instead of skinny dippin 
1	Gonna be a good night, Lebanon's Cafe and then UP in 3-D at the Prytania. 
0	@mishibabie I know but I have to save what I have for vegas 
0	Alas, still no waves (at least real ones..)   
0	I have a cut on my foot and it hurts really bad 
1	@valcontreras yes i am at work 
1	@ashleypaigee and @marthab68 are retarded 
0	chilling out and preparing for another sh*t day at school. French first - help 
0	@cagequeen Tell Rob he and I can never be friends now. 
0	now im sad that i apparently did not get an email for 31DBBB day 2   oh wells
1	Watching Chelsea Lately....Too Funny!!   Got to get some sleep...Good Night...or well Good Morning my Twitter Followers...sweet dreams 
1	@brent007 I gave you a big mention on The GodTalk Radio show last night....last segment of the first hour. Podcast format avail soon 
0	back from rhodes relaxed to the max... no back to teh job search!! 
0	@Kimberszoo awwww poor girls   Hope they feel better soon!
0	@RandyOrtonRKO Sorry to hear that about your hummer.  This is what a man hurts.
1	@MissytheRAD http://twitpic.com/6a533 - No, its a great idea! 
0	@angelogonzales I'm sure your Jasper is fine.. Can't say the same for the piano 
0	@yuzow Your shortened URL didn't work out, error: &quot;URL contained a malformed video ID&quot;  
0	i think im getting sick. 
0	Photo: taylor182: iâm so jealous  these are so fuckin rad. i havent had them in forever though. thats what... http://tumblr.com/xly238m2j
1	Just Reached back from Calicut. Got the printer I had given for servicing 3 months ago. 
1	@mromanova Great meeting you at the BarCamp Michaela. 
0	I hate the time difference! Want to watch the mtv movie awards but that means I have to stay up till 5am x.x! damn 
0	But too bad Adrian had to crash when he had just 6 more laps to go   He was so close to getting some points on his plate.
0	So tired...somehow I ended up at the airport at 9am this morning 
0	@tommcfly the merch looks amazing this year! just a shame i havent got any money at all   x
1	@lislBR I really like Your sunglasses BTW  x
0	soo wishes jake would be good and do what he told. And sleep.love him but he making us all so stressed 
1	@ladyyana put the good ones dont get foul or sour, so you keep it...treat men like garbage ladies and throw out the sour ones 
1	Link: How do you greet an extraterrestrial? - If we get that lucky phone callâ¦ ET: Greetings Earth!  Human:... http://tumblr.com/x7u1z6t2s
0	I really should be studying for my next exam... Ahhh only 6 more years to go before I FINALLY finish uni 
1	@vincestev  Thanks Vince. Always good to get other's expertise!!! 
0	God, i need you right now. i'm being selfish again.  but i really need your help for this.
0	byeeee everyone im getting ready for beddd!!!! dad can't drive me in the morning 
0	presentation went good! Heading home now. Have to clean my room 
0	Ate some bad roti, what a disappointment, and the Pens are losing. 
0	Bed then lindseys with erika aaaa its gonna be a great week but gonna miss cody joe  cell phone still screwed its back to the window f ...
0	idk wat to do today was gonna go to the beach but the weather is being mean 
1	Back from drinks with Karen and Jim. 
0	Back to work after a lovely 5 day weekend with Andi. Its been great, now back to reality 
0	@ElleSergi My memory is taking a kicking today.  looked like a milk carton. Not the rhino, the er, thing
0	There's always a choice on the left and one on the right... but I've discovered that dropping out of the bottom seems more effective. 
0	Just heard that another venerable jewelry store in the Los Angeles area may be closing shop soon 
0	@thestuntdude i think ur worse than me w/ the gym. def if I was in LA i would be ur gym buddy. Im such a loner @ my gym 
1	@NatEvy Most likely 
0	@eekshecried Boo 
1	I am ready for this weekend to get started. Ft Myers here we come  I got jipped out of my whole holiday weekend last week due to workï¿½
1	@wardere im great thanks! How are you? 
1	Tommorrow should be eventful. my climb to the top officially begins 
0	@squarespace I will lose 
0	@marktherrien Srsly need NSFW on these plz! 
1	@jenkellytisdale sure, thing. i so love you and your sister. you were great in bring it on 4.. 
0	It's one of those journeys to work, brought straight from hell 
1	@aaronob I LOVE YOU MORE. please come to michigan soon so we can hang out. seriously. 
1	@gillian_s @lapazhome I can see that the vegie lovers got called out from that kale confession.  love that.
1	@chriswallace @cdharrison I am going to work on that! 
1	Outside campus, so excited! I wana dance man!  Follow me if you like to go clubbing  x
1	Fancied a late start today. On my way into work now 
0	Chillin @ my fav cuzns.love dis bitch lol.jus got off wrk n im super bored  txt me
0	I want Brendon's yellow blazer 
0	im tired....... yet i cant sleep..... ew. exams  1 more.
0	Watching House durring lunch at work- don't want to go back 
0	@Rose_Louise  still dinner and sophie will be nice. rosieee i'm broken
0	@meryreino True true..I wish I could see them this summer  *I &lt;3 Cupcake*
1	@TerriNixon I have it on too, hoping it will make me laugh 
1	@theemilysnyder  JONAS &lt;3 &lt;3 &lt;3 &lt;3 i listened to the leaks though so i am bad lmao
1	@andyclemmensen mmm sexy  whipped cream too? LMAO!!
0	@damienmulley Yes otherdad  @katiemoffat Wait, do I go back to sleep or cause mischief?
0	My iChat is broken 
0	Watching old home videos with my Grandma!! ? I miss my childhood 
1	@amourlinda, and my girls, i'm coming home soon and I dnt think my sister's gna be home tonightsy  if you is still down.
1	@Scandeez We didn't hit IKEA today. That is at the far other end of Austin and feels like a day trip to me! 
0	Last Tonight Show with Jay Leno Tonight! 
0	@XroulaX Oh dear...  You should change your password! Btw, good morning!
1	Nice weather today 
1	Some days are easier than others to be a Buddhist   Harmony and serenity.
0	damn it i have to get ready for shopping and i hate going out on sundays 
0	@rawrrxalliey aww  Hope your ok Alliey *hugs*
1	@QueenofSpain You're making another artichoke do what? 
1	@WhizzKidz @charityCareer thanks to both  Macmillan clown huh - we've got competition I see
1	@pedroaniceto @va5co ... in other words, he was (h)armless. 
0	so glad that shift is over. also glad tomorrow is my Friday off.  if the rumors are right those days may be numbered. 
1	@str1fe I don't think that we'll risk the future like that again, though as a Blues fan I do appreciate that side of it. 
1	Patrick is trying to straighten up the Leaning Tower of Pisa...   http://twitpic.com/2l3dz
0	Wants a job and a boy. Is that so much to ask for? 
0	@ginachristine14 cuz i have a huge headache  shhhhhhhh i drank red bull and vodka secret lol
0	@_gmcd_ i saw that, too late  did you see ellen today? sooo sweet. apparently ray foley's dj-ing in cps sometime soon, lucky you
1	@gregwhitworth you, me, the 50D, and the turtle painting, TONIGHT. 
0	just went to buy a Twitter mug on Zazzle that imports all your followers onto it, very nice. But the delivery is as much as mug me upset 
0	I worked out like a fiend on Fri. Weigh in is Sat. am. I just don't think i've  lost any weight and I've tried so hard all week.  
0	New blog post about how I feel: http://KeithFeeney.com/blog.htm 
1	@metaphoricxeyes haha, i still think you should write me a song about spencer 
0	@ARIIXARII WHERE ARE THE THOUGHTS&gt;?? 
1	Kelsey Is Probably One Of The Sweetest Songs Ever Writtten By Metro Station xD!!! Can't Stop Listening To It :S 
0	I just had a conversation with @KIllBei that basically ended with YOU'RE GOING TO FAIL CHEMISTRY. 
1	@SamBennington aww sweetie, it saddens me to know u'r sad, take a deep breath. Things will be ok  love ya!
0	@TV_TV I tried to ride my bike today and it had flat tires 
0	I want to ride a horse 
1	@searchguru grin. Good theory but mistaken--I think! 
0	I wish I could sleeeeep 
1	Moving sale is continuing today! http://www.michelemaule.etsy.com !! 20-50% off everything! 
1	Sailor,what a beautiful little girl 
0	I want to be in Dallas 
0	@TheresaDuncan re http://bit.ly/14MFK3  sad waste: Drink up and be happy Live just for today Drown in cheap tequila &amp; flush yourself away
0	A random BEAUTIFUL baby just gave me a hug while shopping! So presh i could die. Too bad im never getting marred to have my own babies 
1	@cliveflint Congratulations  Very nice shot.
0	My right eye is kind of red. Have 2 wear my glasses 4 the rest of the day. 
0	that is EXACTLY what happened. &quot;manny ramirez...&quot; and then I noticed the price, instant high killer  -matt
0	well someone rained on my parade :| 
0	New blog entry up, but I'm still waiting on Facebook to cooperate when it comes to pictures...  http://travelingwithbeth.blogspot.com/
1	I'm in love...with the roast burger from Arby's. Yum! Delicious with a jamocha shake 
0	@Blairxx yeah they said that 2 me also 
0	Feeling bad for his boy...a double ear infection creeped in unexpectedly!  Prayers Appreciated!
0	@jennisariot i wish i'd bothered to plan it out better. couldve had a gathering. heyho.  sad face.
0	Newman coming to get me, Bob's towing coming for Sofia. All I wanted was some Sushi. 
1	@KimKardashian Me too! 
0	has to be up in 4 hours, I guess I should get to bed, but i'm not tired  ... so I guess I'll just surf the net... ugh
0	Okay. I have to go watch Leno. It's his last show. 
0	@hayley_rose1989 I got exam tomorow that I cant be bothered to revise for  I just wana read my book. Now whos not updating their blog eh?
1	@RobinLeaf Thanks for checking out the FURminator website - let me know if you have any questions. Happy to chat 
1	Ok good nite and god bless 
0	@CHRISDJMOYLES and I bet you still get there before us. Stuck in a massive traffic jam in silverstone village 
0	Tierd it's bad weather so we didn't bike to school today... So sad 
1	@All_Habs cool  happy to assist
1	@bowwow614 My man has both sides..with me he's the sweetest... just dont F*ck with me cuz then theres troble.I'll take both sides please. 
1	 Nice and sunny. Love ittt.
0	@FiveThumbsDown Couldn't be happier. Just watched 3 episodes in a row. Only 3 left before I run out of new ones until March next year 
1	Hey high socks  haha
1	doing laundry getting ready to go to garage sales 
0	Why?   WHYWHYWHYWHY. I hate psychobabble. URRG.
0	@jason78 y ur brain and heart hurt 
1	only work one day this weekend! 
0	Today is the last pasta day of the year 
0	@digitaldolphin did you ask why he did it? orr? 
1	@julie_posetti Sorry  I tweeted last night I liked the Israeli and Estonian entries after following it online. Why are we a day behind?
1	@Lifelists Poor you. I had root canal twice last month. Was much less uncomfortable than I thought it would be. Good luck.  
0	I think I pulled a muscle in my leg when I was running, not cool. Man this hurts! 
0	@kencarr Poor baby   I hope you feel better.  If I can do anything let me know &lt;3
0	@lulliecarole I MISS YOU! Where have you been? I was gonna send u the picts last week on msn, but I didn't see u online  x
0	@stormy_rains i know! all so stressful.  oh &amp; DONT leave your retainers on the table because they will get lost. D: like mine right now.
0	I want a canon vixia hg20 sooo bad! But I have to wait until next year to get it. Bummer. Oh well... That's too bad.  one...more...year..
0	Awww yay!! Mr. Jeffrey's let me sit in his class with my sister and all her friends  sad he's moving back to Utah 
0	Lonngggggg night. I feel like hell. 
0	But he has an out of date script. That's really bad. So midway thru his pitch we catch it. He gets all butthurt and storms out. His loss. 
0	I wanna watch UP! 
1	@EvilSue  Does work.  Or use traps, we use wildlife traps (doesn't kill them), but they are savvy to all of those now.
0	I am STILL UP!!!  Just finished packing.  I have no idea how I am going to drag that bag around... contemplating if I should do my nails.
0	Just woke up! 
0	I'm so ready for this day to be over 
0	Eating Lunch: according to P90x nutrition plan . . . I can't eat this much protein in one sitting :s Im gonna be sick&gt;&gt;&gt;&gt; 
0	@zombigeist - looks like i'm not going to Miami.  really hoping for it but, things sort of changed.  come up here and visit! i'll help!
0	@JFash My dad said I cant have people over today cause I have an exam tomorrow :l :@ So I'm stuck at home now doing nothing 
0	@Mazdaman0687 u went in at 7am ...were u an hour early!? That wouldn't be cool 
0	Can't shake off the weekend migraine 
0	@StealingKitty all that sounds real nice....ME, I am working Not too fun   I wish I was there with you instead of here at work.
1	At crazy sushi with the girls! Yum yum 
0	baking in the heat 
1	Beware of July  says MJ Akbar http://bit.ly/122fkF
1	@twoofakind Have fun floating and soaking  Sounds fun, b
1	&quot;@MandyyJirouxx&quot; hi mandy you are really pretty  I love the Miley and mandy show write me back pls 
1	Not a big feat among all of you pros - I just hit 1,000 views in my Flickr.  Best ofs - http://is.gd/LJxD; Photostream - http://is.gd/LJyf
1	I have been called by my friend the bed. It is time to acknowledge the inevitable.  Goodnight All, Hello Sleep 
1	MarkFerSureTip #6- When Ex Bf's call saying they love you say &quot;Sorry your love is no longer required here, thank you&quot; and hang up 
0	i hope patrick is okay 
0	@tommcfly EWWWWWW! jonas brothers sucks, please dont do that more times 
0	MSNing. May be going out in a couple of hours, until then, more boredom 
1	Dance you people!!  â« http://blip.fm/~7g4by
1	I do agree 
0	@dantmo haha aw! just in time for me to leave for the whole summer  july 18th, nassau coliseum, come visit meee! 
0	Fighting sleep.  Had a nice time at Milan's grad party.  Lisa not well enough to go   All in all a nice day.  Lots of errands tomorrow.
1	@Mama2Kings   Good advice     Thanks!  
1	@Tedadore2 Yes, yes it is.  I got it for Christmas.
1	Jeeze, it's too hot.  eating a burger. i like bbq's. i need to catch up on my sleep from last night. i miss my bestfriennnd.
1	Eating a donut and listening to young love. 
1	working from home, still gotta run up to the office today for a while, very thankful it's a Friday! 
1	is waiting for the bbb boys @OpieRadio @AnthonyCumia @JimNorton to begin another great week of radio on the ViRus XM 202 / Sirius 197 
0	@matwilcox doesn't work on Hulu.com anymore though... 
1	follow @ahmadtarek he's really a good friend and funny. He loves Koushary, Molokhya &amp; hates junk food  #FollowFriday
1	hmm.. feeling hungry now. already ordered taiwanese food from the restaurant next door.. yummy~ 
1	@davidjlowe Thanks for the followfriday promo!  You ROCK! 
0	@mileycyrus Maybe because your heart can't take being away from the person you love so much.... Sad feeling... 
1	@PIRATENINJAS OMG yesterday was amazing,thanks for the best night  you rock, I enjoyed the concert soo much. ARGENTINA LOVE YOU GUYS ?
1	To all my followers: starting today, if you're following me, I will follow u back as long as u don't spam  so #ff me!!
1	has one more paper left 
0	surgery 
1	@tonysarti is it in crowntown? i think i may just meet you there? let me get ready and ill let you know 
0	Grandson off nursery school today. Been watching Peppa Pig and Lazy Town all morning     Heeelllppppp
0	@ameeface Oh God, definately an actual club, based in the library, and everybody has to wear shirts. I need a life outside Sunset Valley 
0	@petewentz You never greeted me  cldnfsdklgnsdklgnsdlgsdl
0	#thingsthathavebadtiming Friends who finally tweet when I have to pick children up from school 
0	Hospital again  and chasing the RRR
1	http://twitpic.com/6die4 - THESE ARE MY FAVE. I NAMED THEM THE SPIDEYBLINGS! 
0	I wanna be in Spain now 
0	@karafortson  i miss youuuuu
0	fell asleep before eating dinner and now it's too late to eat anything.....poop 
0	@beerawk: saw the classic OB cage, amazing. Didn't get a chance to get all the data backups underway however 
0	@ThisismyiQ me too 
0	Back at work   Ugh i wish i were still in St. Louis soaking up the sun and having the time of my life! We'll be back!  #squarespace
1	@JohnPiper a year ago from today my husband and I started dating, married 4 months now. Blessings to y'all on this special day! 
0	Mooching around doing nothing.... and its sunny too! Grrr nothing to do 
1	SLEEP TIME~!  I neglected to tweet for so long, I fail!   Had an amazing night &amp; some delicious dinner to celebrate an amazing year! 
0	@jerrib247 sorry mom! I didn't mean to. I shouldn't have tweeted that, you are already having a hard day  Love you!
1	Up!  danny and maisha are great adventure goers.
0	@grekotv OMG YOU SAW HER!?!?!?? ughh. lucky  where were you when she came to SF??
0	Dammit...3:00 am EST, or 12:00 am PST just rolled by...still no update 
0	This really stinks! Qwest wont have my new modem to me until tues. 6-23. I now have to rely on WIFI hotspots to update my peeps 
0	no sleep again 
1	@mediapathic @sfslim -- I am trying to be a less vengeful, lemon-handing-out sort of god. 
1	@TiffanyLD hi, I was wondering if you ever use a cream foundation like studio tech, if so, what brush do you recommend? Thank youu! 
0	wants to find steve furnell's facebook/twitter or something! but cannit find it anywhere  .. anyone got it? i hate twitter :|
1	My good looks still make you melt, eh? 
0	@Irish_vampire thanks so much......i wish there was a way we could now 
1	I'm wondering the result of the Rockets/Lakers game??  Anyone from Houston??  
0	@sfoak @wardspan If more states follow MA lead on consumer privacy laws, federal will be the lesser of two evils. It all makes me sad. 
1	Newport Bay cruise 
0	@mcflyharry Ouch Ive  got  a  sprained  anke and sprained the muscles 
1	@grandoglwiki It is.  But I try to look on the bright side.  But I'll be moping until 12:01 am Tuesday morning.   That's my allowance. 
1	Should Be A Good Night Tonight  Beautiful South WOOP! 
0	Didn't see the MTV movie awards, I'm gutted twilight did amazingly well and miley Cyrus got best song! I missed new moon trailer tho 
0	Soo Fuckin Over It 
0	great way to start off the day... moved my laptop back here and the damned power brick broke... now it won't work to charge my laptop 
0	Not happy  I don't like it when people post results! It spoils it for those that TiVo shows!!!!
0	@EvilNanny don't think I'd have the energy to last 90mins, plu I'm a goalie so I can't blow my nose during the game 
1	Ok - have had enuff of the rain. Can I have an order of sunshine now - go large - please - from the takeaway menu 
1	@TrishaRivera Agree, completely.  How are you Trish?! Out for summer yet?
0	Could of got my #xbox360 today but my dad was sleeping 
1	is having tuna sandwhiches for breakfast. walay nag lung.ag ug kan.on! haha  http://plurk.com/p/117zdw
1	Goonight tweeps and @thesselonious who will be blazin somewhere....@drizzle772 whose skatin somewhere 
1	ipod and bbm 
0	@MsLaudanum unless you have to travel in order to get to an early meet   Monday then you fall asleep on the train instead 
0	should i or shoudn't i watch it?? Everyone I talked to did, but i don't wanna have those pics stuck in my head! 
0	@HeartMileyCyrus She thinks it's right to check all my messages &amp; She threw room keys up the cupboard &amp; all  She wont let me hv privacy
0	At College, just caught up on missed tweets. Not on top of my game, Twitter wise, of late. 
0	I love tyler so so so so so so so so so so much! Even though he's a jerk &amp;  wont let me twitter for him.... 
1	@nileyxlove mhmm  I'm pretty sure the one of miley is either with her dog, or mitchel..i can't remember. but it's for sure fake.
1	Haruki have just been featured!   http://bit.ly/17Tuwc
0	@karleemay Thank You, Sweetie. I just don' understand how people can be mad at me for something THEY made as a choice in life.. 
